NameCorp,Chapter,SICDivision,SICIndustryGroup,SICMajGroup,SICPrimary,Voluntary,YearFiled,Date10k1Before,Sales1Before,EbitBefore,EbitCurrDollars,EbitdaBefore,Assets1Before,Liab1Before
ViaSystems Group Inc.,11,D: Manufacturing,367,36 Electronic And Other Electrical Equipment And Components,3672,voluntary,2002,2001-12-31,1206.536,-10.19,-16.6815302261445,69.528,988.0,1298.0
Viatel Inc.,11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2001,2000-12-31,749.453,-460.099,-768.463719206528,-156.931,2155.387,2703.493
"Vista Eyecare, Inc.",11,G: Retail Trade,599,59 Miscellaneous Retail,5990,voluntary,2000,2000-01-01,329.055,4.125,7.1470380910683,22.727,220.219,193.0
Visteon Corporation,11,D: Manufacturing,371,37 Transportation Equipment,3714,voluntary,2009,2008-12-31,9544.0,-57.0,-79.0903646563815,322.0,5248.0,5871.0
"Vlasic Foods International, Inc.",11,D: Manufacturing,200,20 Food and Kindred Products,2000,voluntary,2001,2000-07-30,901.564,21.022,35.6325901427756,52.411,582.173,642.0
W.R. Grace & Company,11,D: Manufacturing,280,28 Chemicals and Allied Products,2800,voluntary,2001,2000-12-31,1597.4,166.9,280.019328999435,251.5,2584.9,2656.2
"Walter Energy, Inc.",11,B: Mining,122,12 Coal Mining,1220,voluntary,2015,2014-12-31,1407.345,-249.428,-310.195857249407,13.097,5386.129,5104.548
Walter Investment Management Corp.,11,"H: Finance, Insurance, And Real Estate",616,61 Non-depository Credit Institutions,6162,voluntary,2017,2016-12-31,995.717,-188.61,-226.939267479902,-129.184,16758.896,16478.636
Wang Laboratories Inc.,11,D: Manufacturing,357,35 Industrial and Commercial Machinery and Computer Equipment,3579,voluntary,1992,1992-06-30,1896.2,-45.4,-95.6322484031228,82.2,1065.9,1302.8
Warnaco Group Inc.,11,D: Manufacturing,234,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,2340,voluntary,2001,2000-12-30,2249.9,95.058,158.499602393258,157.206,2343.1,2162.571
"Washington Mutual, Inc.",11,"H: Finance, Insurance, And Real Estate",603,60 Depository Institutions,6035,voluntary,2008,2007-12-31,8177.0,5253.0,7125.56965722121,5757.0,327913.0,303329.0
"Washington Prime Group Inc. (Washington Prime Group, L.P.)",11,"H: Finance, Insurance, And Real Estate",679,67 Holding And Other Investment Offices,6798,voluntary,2021,2020-12-31,524.418,-102.678,-112.1640449841,195.1,4105.347,3500.884
"WCI Communities, Inc.",11,C: Construction,153,15 Building Construction General Contractors And Operative Builders,1531,voluntary,2008,2007-12-31,936.376,-514.831,-697.399800579644,-492.82,2891.231,2442.0
Weatherford International plc,11,D: Manufacturing,353,35 Industrial and Commercial Machinery and Computer Equipment,3533,voluntary,2019,2018-12-31,5744.0,197.0,227.886273195334,753.0,6601.0,10267.0
"WebLink Wireless, Inc.",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4812,voluntary,2001,2000-12-31,289.976,-58.124,-97.0795094428813,19.926,441.475,644.559
"WebVan Group, Inc.",11,I: Services,738,73 Business Services,7389,voluntary,2001,2000-12-31,178.456,-438.381,-733.015017785916,-344.069,1521.5,163.0
WedTech Corp.,11,D: Manufacturing,379,37 Transportation Equipment,3795,voluntary,1986,1985-12-31,117.514,22.328,59.9717956199095,27.404,188.607,141.787
Weirton Steel Corp.,11,D: Manufacturing,331,33 Primary Metal Industries,3312,voluntary,2003,2002-12-31,1036.0,-102.354,-165.54964652861,-37.169,696.0,1361.0
"Wellman, Inc.",11,D: Manufacturing,282,28 Chemicals and Allied Products,2820,voluntary,2008,2007-12-31,1134.1,-30.4,-42.6198809636278,10.6,503.2,689.0
"West Point-Pepperell, Inc. (West Point Acquisition Corp. only)",11,D: Manufacturing,239,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,2392,voluntary,1992,1991-12-31,1449.5,77.072,163.157905734665,176.562,2280.546,1100.936
Westbridge Capital Corp.,11,"H: Finance, Insurance, And Real Estate",632,63 Insurance Carriers,6321,voluntary,1998,1997-12-31,188.904,-32.927,-59.7349316564792,-32.457,202.9,229.0
Western Co. of North America,11,B: Mining,138,13 Oil And Gas Extraction,1389,voluntary,1988,1987-12-31,176.542,-54.584,-139.658340068966,-20.393,542.523,765.155
Westmoreland Coal Co. (1994),11,B: Mining,122,12 Coal Mining,1220,voluntary,1994,1993-12-31,469.898,-14.785,-29.3129168002672,6.655,265.498,222.99
Westmoreland Coal Company (2018),11,B: Mining,122,12 Coal Mining,1221,voluntary,2018,2017-12-31,1384.568,34.15,40.0799476046424,202.536,1389.099,2132.547
WestPoint Stevens Inc. (2003),11,D: Manufacturing,239,23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,2390,voluntary,2003,2002-12-31,1811.4,140.517,227.02789357104,219.717,1297.2,2103.0
Wheeling Pittsburgh Corp. (2000),11,D: Manufacturing,331,33 Primary Metal Industries,3312,voluntary,2000,1999-12-31,1081.657,39.167,66.7699488742102,144.023,1272.022,1278.022
Wheeling-Pittsburgh Steel Corp. (1985),11,D: Manufacturing,331,33 Primary Metal Industries,3312,voluntary,1985,1984-12-31,1057.151,-8.19,-22.7387037418148,40.539,1219.675,864.402
"Wherehouse Entertainment, Inc. (1995)",11,G: Retail Trade,573,"57 Home Furniture, Furnishings, and Equipment Stores",5735,voluntary,1995,1995-01-31,409.5,13.296,25.8091099542184,60.438,197.7,310.0
"Wherehouse Entertainment, Inc. (2003)",11,G: Retail Trade,573,"57 Home Furniture, Furnishings, and Equipment Stores",5735,voluntary,2003,2002-01-31,604.3,-18.282,-29.8626458668134,12.107,229.075,204.0
White Motor Corp.,11,D: Manufacturing,371,37 Transportation Equipment,3711,voluntary,1980,1979-12-31,1216.511,34.096,120.471315619048,48.035,630.15,399.264
Whiting Petroleum Corporation,11,B: Mining,131,13 Oil And Gas Extraction,1311,voluntary,2020,2019-12-31,1572.245,76.183,88.1897657504807,910.537,7636.721,3611.75
"Wickes Companies, Inc.",11,G: Retail Trade,521,"52 Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",5211,voluntary,1982,1982-01-31,3517.208,113.902,356.225204362487,157.651,1552.509,1529.385
William Lyon Homes,11,C: Construction,153,15 Building Construction General Contractors And Operative Builders,1531,voluntary,2011,2010-12-31,294.698,-118.759,-156.188250748875,-118.374,649.004,623.627
"Williams Communications Group, Inc.",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2002,2001-12-31,1185.521,-564.441,-931.726337469411,-97.323,5992.0,7154.0
"Wilshire Financial Services Group, Inc.",11,"H: Finance, Insurance, And Real Estate",619,61 Non-depository Credit Institutions,6199,voluntary,1999,1998-12-31,53.408,-135.546,-243.816037345455,-131.551,1084.253,1177.0
Wilson Foods Corp. (1983),11,D: Manufacturing,201,20 Food and Kindred Products,2011,voluntary,1983,1982-07-31,2232.6,15.859,47.7373592596349,25.051,284.836,201.497
"Windstream Holdings, Inc. (Windstream Services, LLC)",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2019,2018-12-31,5713.1,429.0,503.710451150426,1955.7,10257.9,12177.2
"Winn-Dixie Stores, Inc.",11,G: Retail Trade,541,54 Food Stores,5411,voluntary,2005,2004-06-30,10633.0,-29.072,-44.9868737434828,130.928,2619.0,1702.0
"Wireless One, Inc.",11,"E: Transportation, Communications, Electric, Gas",484,48 Communications,4841,voluntary,1999,1998-12-31,38.737367,-52.536,-94.7873993434651,-12.158,227.193,364.0
"WKI Holding Company, Inc.",11,D: Manufacturing,323,"32 Stone, Clay, Glass, And Concrete Products",3231,voluntary,2002,2001-12-31,745.872,7.675,12.6691711624027,58.406,831.8,1055.0
"Worldcom, Inc.",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2002,2001-12-31,35179.0,4609.0,7595.43238756247,10489.0,103914.0,43890.0
"Worlds of Wonder, Inc.",11,G: Retail Trade,594,59 Miscellaneous Retail,5945,voluntary,1987,1987-03-31,327.422,29.553,76.0072941161179,32.757,272.987,174.128
"WorldSpace, Inc.",11,"E: Transportation, Communications, Electric, Gas",483,48 Communications,4832,voluntary,2008,2007-12-31,13.784,-149.719,-205.153047289935,-90.461,340.014,2091.745
WTD Industries Inc.,11,D: Manufacturing,243,"24 Lumber And Wood Products, Except Furniture",2436,voluntary,1991,1990-04-30,459.901,15.31,33.7590049777117,32.929,220.93,182.323
"Xerium Technologies, Inc.",11,D: Manufacturing,222,22 Textile Mill Products,2221,voluntary,2010,2009-12-31,500.091,53.209,72.5644396846038,95.076,693.511,813.0
"XO Communications, Inc.",11,"E: Transportation, Communications, Electric, Gas",481,48 Communications,4813,voluntary,2002,2001-12-31,1258.567,-1440.689,-2376.83253548082,-278.018,7930.5,5851.0
"Young Broadcasting, Inc.",11,"E: Transportation, Communications, Electric, Gas",483,48 Communications,4833,voluntary,2009,2008-12-31,190.785628,20.022,28.0040977097078,32.322,348.222526,936.05616
Zale Corp.,11,G: Retail Trade,594,59 Miscellaneous Retail,5944,involuntary,1992,1991-03-31,1335.269,63.35,136.14837038378,110.434,1789.178,1439.176
Zenith Electronics Corp.,11,D: Manufacturing,365,36 Electronic And Other Electrical Equipment And Components,3651,voluntary,1999,1998-12-31,984.8,-47.9,-85.0782543387193,-16.7,350.0,714.0
